formula,name,category,information,Reference,Hydrogen_storage,optimum_Hydrogen_storage,method,image
[Mg3(O2CH)6?EtOH],[Mg3(O2CH)6?EtOH],"Porous material, physical forces, single-crystal","Monoclinic, (P21/c) a = 11.296(3) ?, alpha = 90 deg. b = 9.818(3) ?, beta = 91.662(10) deg. c = 14.585(4) ?, gamma = 90 deg.","1. Inorg. Chem. 2006, 45, 5521-5528.","77K, 1 bar: 0.6%.",0.6,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00072g1.png']
[Mg3(O2CH)6?MeOH],[Mg3(O2CH)6?MeOH],"Porous material, physical forces, single-crystal","Monoclinic, (P21/c) a = 11.289(7) ?, alpha = 90 deg. b = 9.818(6) ?, beta = 91.622(3)deg. c = 14.546(7) ?, gamma = 90 deg.","1. Inorg. Chem. 2006, 45, 5521-5528.","77K, 1 bar: 0.6%.",0.6,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00073g1.png']
Mg3(NDC)3(DEF)4,Mg3(NDC)3(DEF)4,"Porous material, physical forces, single-crystal","Monoclinic, (C2/c), a = 15.045(4) ?, alpha = 90 deg. b = 18.036(5) ?, beta = 101.493(4) deg. c = 20.979(5) ?, gamma = 90 deg.","1. Eur. J. Inorg. Chem. 2006, 4564-4569; 2. J. Am. Chem. Soc. 2005, 127, 9376-9377.","77K, 1 bar: 0.78%; 77K, 1.17 bar: 0.46%.",0.7,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00074g1.png']
Zn4O(C8H2O4S2)3,IRMOF-20,"Porous material, physical forces, single-crystal",,"1. J. Am. Chem. Soc. 2004, 126, 5666-5667. 2. J. Am. Chem. Soc. 2006, 128, 3494-3495.","77K, 1 atm: 1.35%; 77K, 70 bar: 6.7%",6.7,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00018g1.png']
Zn4O(C12H12O4)3,IRMOF-18,"Porous material, physical forces, single-crystal","Cubic (Fm-3m) a = 25.6135 (7) ?, alpha = 90 deg. b = 25.6135 (7) ?, beta = 90 deg. c = 25.6135 (7) ?, gamma = 90 deg. 厖","1. J. Am. Chem. Soc. 2004, 126, 5666-5667.","77K, 1 atm: 0.89%",0.89,Solvothermal method,[]
Zn4O(C27H15O6)3,MOF-177,"Porous material, physical forces, single-crystal",,"1. J. Am. Chem. Soc. 2004, 126, 5666-5667. 2. J. Am. Chem. Soc. 2006, 128, 3494-3495. 3. J. Mater. Chem., 2007, 17, 3197�3204.","77K, 1 atm: 1.25%? 77K, 66 bar: 7.6%",7.6,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00019g1.png']
Zn4O(C20H12O4)3,IRMOF-16,"Porous material, physical forces, single-crystal","Cubic (Pm-3m) a = 21.490 (1) ?, alpha = 90 deg. b = 21.490 (1) ?, beta = 90 deg. c = 21.490 (1) ?, gamma = 90 deg. 厖","1. Science 2002, 295, 469-472;",,,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00016g1.png']
Zn4O(C18H8O4)3,IRMOF-14,"Porous material, physical forces, single-crystal","Cubic (Fm-3m) a = 34.381 (13) ?, alpha = 90 deg. b = 34.281 (13) ?, beta = 90 deg. c = 34.281 (13) ?, gamma = 90 deg. 厖","1. Science 2002, 295, 469-472;",,,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00014g1.png']
Zn4O(C20H12O4)3,IRMOF-15,"Porous material, physical forces, single-crystal","Cubic (Im-3m) a = 21.459 (1) ?, alpha = 90 deg. b = 21.459 (1) ?, beta = 90 deg. c = 21.459 (1) ?, gamma = 90 deg. 厖","1. Science 2002, 295, 469-472;",,,Solvothermal method,[]
Zn4O(C18H8O4)3,IRMOF-13,"Porous material, physical forces, single-crystal","Trigonal (R-3m) a = 24.822 (1) ?, alpha = 90 deg. b = 24.822 (1) ?, beta = 90 deg. c = 56.734 (3) ?, gamma = 120 deg. 厖","1. Science 2002, 295, 469-472; 2. J. Am. Chem. Soc. 2006, 128, 1304-1315. 3. Energy Environ. Sci., 2008, 1, 222-235.","77K, 1 atm: 1.73 wt%",1.73,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00013g1.png']
Zn4O(C18H12O4)3,IRMOF-12,"Porous material, physical forces, single-crystal","Cubic (Fm-3m) a = 34.281 (2) ?, alpha = 90 deg. b = 34.281 (2) ?, beta = 90 deg. c = 34.281 (2) ?, gamma = 90 deg. 厖","1. Science 2002, 295, 469-472;",,,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00012g1.png']
Zn4O(C18H12O4)3,IRMOF-11,"Porous material, physical forces, single-crystal","Trigonal (R-3m) a = 24.822 (1) ?, alpha = 90 deg. b = 24.822 (1) ?, beta = 90 deg. c = 56.734 (3) ?, gamma = 120 deg. 厖","1. Science 2002, 295, 469-472; 2. J. Am. Chem. Soc. 2006, 128, 3494-3495. 3. Energy Environ. Sci., 2008, 1, 222-235.","77K, 34 bar: 3.5 wt%",3.5,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00011g1.png']
Ag2[Ag4(tz)6],FMOF-1,"Porous material, physical forces, single-crystal","Tetragonal, (I-4h2d) a = 13.4273(7) ?, alpha = 90 deg. b = 13.4273(7) ?, beta = 90 deg. c = 39.175(4) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2007, 129, 15454-15455.","77K, 64 bar: 2.33%.",2.33,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00060g1.png']
Fe4(?3-O)2(BTB)8/3(DMF)2(H2O)2.(DMF)10(H2O)2,Fe4(?3-O)2(BTB)8/3(DMF)2(H2O)2.(DMF)10(H2O)2,"Porous material, physical forces, single-crystal","Rhombohedral, (R(-3)) a = 38.2457(15) ?, alpha = 90 deg. b = 38.2457(15) ?, beta = 90 deg. c = 20.8226(15) ?, gamma = 90 deg.","1. Crystal Growth & Design, 2007, 7, 2290-2293.","77K, 1 bar: 2.1%.",2.1,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00059g1.png']
Fe3O(F4BDC)3(H2O)3.(DMF)3.5,Fe3O(F4BDC)3(H2O)3.(DMF)3.5,"Porous material, physical forces, single-crystal","Hexagonal, (P63cm) a = 15.790(2) ?, alpha = 90 deg. b = 15.790(2) ?, beta = 90 deg. c = 16.050(2) ?, gamma = 90 deg.","1. Catalysis Today 2007, 120, 324-329.","77K, 1 bar: 0.9%.",0.9,Solvent diffusion,['http://www.hydrsm.csdb.cn/chuqing/00058g1.png']
{[Fe3(OH)(pbpc)3]}?,{[Fe3(OH)(pbpc)3]}?,"Porous material, physical forces, single-crystal","Trigonal, (R-3c) a = 19.2442(14) ?, alpha = 90 deg. b = 19.2442(14) ?, beta = 90 deg. c = 45.613(7) ?, gamma = 90 deg.","1. Chem. Commun., 2007, 840-842.","77K, 1 atm: 1.6%; 77K, 20 bar: 3.05%.",3.05,Solvothermal,[]
{[Ni3(OH)(pbpc)3]}?,{[Ni3(OH)(pbpc)3]}?,"Porous material, physical forces, single-crystal","Trigonal, (R-3c) a = 18.9996(16) ?, alpha = 90 deg. b = 18.9996(16) ?, beta = 90 deg. c = 45.997(8)?, gamma = 90 deg.","1. Chem. Commun., 2007, 840-842.","77K, 1 atm: 1.99%; 77K, 20 bar: 4.15%.",4.15,Solvothermal,"['http://www.hydrsm.csdb.cn/chuqing/00056g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00056g2.png']"
{[Y2(PDC)3].2H2O}?,{[Y2(PDC)3].2H2O}?,"Porous material, physical forces, single-crystal","Hexagonal, (P63cm) a = 16.239(11)?, alpha = 90 deg. b = 16.239(11) ?, beta = 90 deg. c = 7.458(5) ?, gamma = 120 deg.","1. Inorg. Chem. 2006, 45, 8838-8840.","77K, 1 bar: 7.60%",7.6,Solvothermal,[]
{[Er2(PDC)3].2H2O}?,{[Er2(PDC)3].2H2O}?,"Porous material, physical forces, single-crystal","Hexagonal, (P63cm) a = 16.224(5)?, alpha = 90 deg. b = 16.224(5) ?, beta = 90 deg. c = 7.412(2) ?, gamma = 120 deg.","1. Inorg. Chem. 2006, 45, 8838-8840.","77K, 1 bar: 6.75%",6.75,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00054g1.png']
Dy(BTC)(H2O).DMF,Dy(BTC)(H2O).DMF,"Porous material, physical forces, single-crystal","Tetragonal, (P4322) a = 10.3131(4) ?, alpha = 90 deg. b = 10.3131(4) ?, beta = 90 deg. c = 14.4950(13) ?, gamma = 90 deg.","1. Chem. Commun., 2006, 3172-3174","77K, 1 atm: 1.32%",1.32,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00053g1.png']
[Co2(6-mna)2].3H2O,CUK-2,"Porous material, physical forces, single-crystal","Orthorhombic (C2221) a = 11.0477(3) ?, alpha = 90 deg. b = 13.5918(4) ?, beta = 90 deg. c = 11.9580(4) ?, gamma = 90 deg.","1. Angew. Chem. Int. Ed. 2007, 46, 272-275.","77K, 1 atm: 0.66%",0.66,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00052g1.png']
"[Co3(2,4-pdc)2(?3-OH)2].9H2O",CUK-1,"Porous material, physical forces, single-crystal","Moloclinic, (C2/c) a = 17.0783(5) ?, alpha = 90 deg. b = 14.3338(4) ?, beta = 106.3970 (11) deg. c = 10.7738(4) ?, gamma = 90 deg.","1. Angew. Chem. Int. Ed. 2007, 46, 272-275.","77K, 1 atm: 1.60%",1.6,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00051g1.png']
La1.9Ti0.1MgNi9,La1.9Ti0.1MgNi9,,"LaNi5 a = 5.023 ?, b = 5.023 ?, c = 3.983? LaNi3 a = 5.081 ?, b = 5.081 ?, c = 24.998 ? LaMg2Ni9 a = 5.019 ?, b = 5.019 ?, c = 24.346 ?","1. Int. J. hydrogen energy 2009, 34, 4827-4832.","303K, 20 atm 1.51 wt%",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00320g1.png']
TiMn1.1V0.9,TiMn1.1V0.9,,C14Laves BCC a = 3.0286 ?,"1. J. Alloy. Compd. 2009, 480, 5-8.","298K, 20 atm 1.6 wt%",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00319g1.png']
TiMn1.1(FeV)0.9,TiMn1.1(FeV)0.9,,C14Laves BCC a = 3.0165 ?,"1. J. Alloy. Compd. 2009, 480, 5-8.","298K, 20 atm 1.8 wt%",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00318g1.png']
TiMn0.9V1.1,TiMn0.9V1.1,,C14Laves BCC a = 3.0240 ?,"1. J. Alloy. Compd. 2009, 480, 5-8.","298K, 20 atm 1.8 wt%",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00317g1.png']
TiMn0.9(FeV)1.1,TiMn0.9(FeV)1.1,,C14Laves BCC a = 3.0188 ?,"1. J. Alloy. Compd. 2009, 480, 5-8.","298K, 20 atm 3.2 wt%",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00316g1.png']
La0.4Sr0.6FeO3,La0.4Sr0.6FeO3,,"Rhombohedral, R-3c a = 5.48944 ?, c = 13.42273?","1. Int. J. hydrogen energy 2009, 34, 5568-5573.","298K, 56.0 mAh/g 313K, 142.5 mAh/g 333K, 279.6 mAh/g (Discharge density 125 mA/g)",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00315g1.png']
La2Ca3Mg2Ni23,La2Ca3Mg2Ni23,,PuNi3 R-3m a = 4.9970(5) ? c = 24.130(0) ? Gd2Co7 R-3m a = 4.9939(0) ? c = 36.155(7) ? CaCu5 P6/mmmc a = 5.0042(0) ? c = 3.977(3) ? Ni Fm-3m a = 3.5304(1) ?,"1. J. Alloy. Compd. 2009, 480, 756-760.","298K, 392.2 mAh/g",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00314g1.png']
La3Ca2Mg2Ni23,La3Ca2Mg2Ni23,,PuNi3 R-3m a = 5.0081(6) ? c =24.183(2) ? Gd2Co7 R-3m a = 5.0028(5) ? c = 36.343(7) ? CaCu5 P6/mmm a = 5.0169(1) ? c = 3.987(1) ?,"1. J. Alloy. Compd. 2009, 480, 756-760.","298K, 404.2 mAh/g",,Melting?,['http://www.hydrsm.csdb.cn/chuqing/00313g1.png']
MmNi3.25Al0.35Mn0.25Co0.66 + Cu,MmNi3.25Al0.35Mn0.25Co0.66 + Cu,,"LaNi5 hexagonal a = 4.9992 ?, c = 4.0773 ?","1. J. Alloys Compd. 2009, 476, 664-671.","Room temperature, 270 mAh/g",,Melting?+ Coated,"['http://www.hydrsm.csdb.cn/chuqing/00390g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00390g2.png']"
MgNi � 10 wt% NiP,MgNi � 10 wt% NiP,,,"1. J. Alloys Compd. 2009, 474, 279-282.","Room temperature, 280.1 mAh/g",,Chemical reduction + Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00399g1.png']
MgNi � 15 wt% NiP,MgNi � 15 wt% NiP,,,"1. J. Alloys Compd. 2009, 474, 279-282.","Room temperature, 304.3 mAh/g",,Chemical reduction + Ball milling,"['http://www.hydrsm.csdb.cn/chuqing/00400g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00400g2.png']"
MgNi � 5 wt% NiP,MgNi � 5 wt% NiP,,,"1. J. Alloys Compd. 2009, 474, 279-282.","Room temperature, 312.9 mAh/g",,Chemical reduction + Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00398g1.png']
MgNi,MgNi,,,"1. J. Alloys Compd. 2009, 474, 279-282.","Room temperature, 432 mAh/g",,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00397g1.png']
La0.65Ce0.15Mg0.2Ni3.5,La0.65Ce0.15Mg0.2Ni3.5,,"(La, Mg)2Ni7, P63/mmc (194) a = 5.05701 ?, c = 24.0532 ? LaNi5, P6/mmm (191) a = 5.03139 ?, c = 4.01921 ? LaMgNi4, F-43m (216) a = 7.18004 ?","1. Int. J. hydrogen energy 2009, 34, 3395-3403.","298K, 319.2 mAh/g 333K, 263.4 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00395g1.png']
La0.6Ce0.2Mg0.2Ni3.5,La0.6Ce0.2Mg0.2Ni3.5,,"(La, Mg)2Ni7, P63/mmc (194) a = 5.04719 ?, c = 24.0905 ? LaNi5, P6/mmm (191) a = 5.02811 ?, c = 4.01080 ? LaMgNi4, F-43m (216) a = 7.16699 ?","1. Int. J. hydrogen energy 2009, 34, 3395-3403.","298K, 303.9 mAh/g 333K, 228.5 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00396g1.png']
La0.7Ce0.1Mg0.2Ni3.5,La0.7Ce0.1Mg0.2Ni3.5,,"(La, Mg)2Ni7, P63/mmc (194) a = 5.05927 ?, c = 24.1600 ? LaNi5, P6/mmm (191) a = 5.03945 ?, c = 4.02858 ? LaMgNi4, F-43m (216) a = 7.19812 ?","1. Int. J. hydrogen energy 2009, 34, 3395-3403.","298K, 358.4 mAh/g 333K, 301.4 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00394g1.png']
La0.45Pr0.20Nd0.12Mg0.23Ni3.4Al0.1,La0.45Pr0.20Nd0.12Mg0.23Ni3.4Al0.1,,"(La,Mg)2(Ni,Al)7 a = 5.0242 ?, c = 36.1662 ? (La,Mg)(Ni,Al)3 a = 5.0355 ?, c = 23.9657 ? (La,Mg)2Ni4 a = 7.0927 ? La(Ni,Al)5 a = 5.0150 ?, c = 4.0355 ?","1. J. Rare Earths 2009, 27, 244-249.","313K, 2 MPa, 1.25 wt%.",1.25,Melting,['http://www.hydrsm.csdb.cn/chuqing/00410g1.png']
MmNi4.5Cr0.5,MmNi4.5Cr0.5,,"LaNi5 hexagonal a = 0.5013 ?, c = 0.4030 ?","1. J. Alloys Compd. 2009, 471, 78-82.","273K, 2 MPa, 6.35 (H/M)",,Melting,"['http://www.hydrsm.csdb.cn/chuqing/00420g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00420g2.png']"
TiCr1.2(FeV)0.6,TiCr1.2(FeV)0.6,,BCC cubic (Im3m) a = 3.0132 ?,"1. J. Alloys Compd. 2009, 472, 247-251.","318K, 3 MPa, 1.65 wt%",1.65,Melting,"['http://www.hydrsm.csdb.cn/chuqing/00419g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00419g2.png']"
Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 10 % La0.85Mg0.25Ni4.5Co0.35Al0.15,Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 10 % La0.85Mg0.25Ni4.5Co0.35Al0.15,,"BCC cubic (Im3m) a = 2.971 ? C14 Laves phase hexagonal (P63/mmc) a = 4.930 ?, c = 8.077 ?","1. Int. J. hydrogen energy 2009, 34, 2646-2653.","303K, 1 atm, 1.38 wt%, 345 mAh/g",1.38,Melting + ball milling,['http://www.hydrsm.csdb.cn/chuqing/00431g1.png']
Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 5 % La0.85Mg0.25Ni4.5Co0.35Al0.15,Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 5 % La0.85Mg0.25Ni4.5Co0.35Al0.15,,"BCC cubic (Im3m) a = 2.974 ? C14 Laves phase hexagonal (P63/mmc) a = 4.943 ?, c = 8.069 ?","1. Int. J. hydrogen energy 2009, 34, 2646-2653.","303K, 1 atm, 1.61 wt%, 361.8 mAh/g",1.61,Melting + ball milling,['http://www.hydrsm.csdb.cn/chuqing/00430g1.png']
Ti21Zr12.5V14Ni21.45Cr10Mn21Sn0.05,Ti21Zr12.5V14Ni21.45Cr10Mn21Sn0.05,,"C14 Laves phase hexagonal (P63/mmc) a = 4.942 ?, c = 8.077 ?","1. J. Alloys. Compd. 2009, 469, 406-416.","303K, 1.63 wt%.",1.63,Arc Melting,['http://www.hydrsm.csdb.cn/chuqing/00440g1.png']
Ti21Zr12.5V14Ni21.45Cr10Mn21Sn0.05,Ti21Zr12.5V14Ni21.45Cr10Mn21Sn0.05,,"C14 Laves phase hexagonal (P63/mmc) a = 4.938 ?, c = 8.061 ?","1. J. Alloys. Compd. 2009, 469, 406-416.","303K, 1.65 wt%.",1.65,Induction Melting,['http://www.hydrsm.csdb.cn/chuqing/00439g1.png']
La0.8Mg0.2Ni0.8Mn0.1Co0.5Al0.1�30 wt.% Co-C,La0.8Mg0.2Ni0.8Mn0.1Co0.5Al0.1�30 wt.% Co-C,,,"1. J. Alloys Compd. 2009, 467 L16-L20.","298 K, 414 mAh/g",,Ball milling,[]
La0.8Mg0.2Ni0.8Mn0.1Co0.5Al0.1�50 wt.% Co-C,La0.8Mg0.2Ni0.8Mn0.1Co0.5Al0.1�50 wt.% Co-C,,,"1. J. Alloys Compd. 2009, 467 L16-L20.","298 K, 407 mAh/g",,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00479g1.png']
Co-C,Co-C,,,"1. J. Alloys Compd. 2009, 467 L16-L20.","298 K, 277 mAh/g",,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00478g1.png']
La0.8Mg0.2Ni0.8Mn0.1Co0.5Al0.1,La0.8Mg0.2Ni0.8Mn0.1Co0.5Al0.1,,,"1. J. Alloys Compd. 2009, 467 L16-L20.","298 K, 363 mAh/g",,melting,['http://www.hydrsm.csdb.cn/chuqing/00477g1.png']
Ti0.32Cr0.38V0.25Al0.05,Ti0.32Cr0.38V0.25Al0.05,,BCC cubic (Im3m) a = 3.067 ?,"1. Int. J. hydrogen energy 2009, 34, 1463-1467.","293K, 10 MPa, 2.35 wt%",2.35,Melting,"['http://www.hydrsm.csdb.cn/chuqing/00474g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00474g2.png']"
La0.67Ce0.19Nd0.08Pr0.06Ni5,La0.67Ce0.19Nd0.08Pr0.06Ni5,,"LaNi5 P6/mmm (191) a = 4.975 ?, c = 3.976 ?","1. Int. J. hydrogen energy 2009, 34, 2062-2068.","298 K, 4 MPa, 0.8 wt%",0.8,Low energy mechanical alloying,['http://www.hydrsm.csdb.cn/chuqing/00476g1.png']
CaLi2,CaLi2,,"C14 Laves phase (P63/mmc) a = 6.2622(3) ?, c = 10.2166 ?","1. Int. J. hydrogen energy 2009, 34, 1472-1475.","273-393K, 7 MPa, 6.8-7.1 wt%",7.1,Melting,['http://www.hydrsm.csdb.cn/chuqing/00475g1.png']
Ti0.32Cr0.38V0.25Al0.05,Ti0.32Cr0.38V0.25Al0.05,,BCC cubic (Im3m) a = 3.056 ?,"1. Int. J. hydrogen energy 2009, 34, 1463-1467.","293K, 10 MPa, 3.15 wt%",3.15,Melting,['http://www.hydrsm.csdb.cn/chuqing/00473g1.png']
La0.4Nd0.4Mg0.2Ni3.1Co0.25Al0.15,La0.4Nd0.4Mg0.2Ni3.1Co0.25Al0.15,,"(La,Mg)2Ni7 P63/mmc (194) a = 5.013 ?, c = 24.468 ? LaNi5 P6/mmm (191) a = 5.002 ?, c = 3.998 ? LaMgNi4 F-43m (216) a = 7.008 ?","1. Int. J. hydrogen energy 2009, 34, 2661-2669.","303K, 329.1 mAh/g 233K, 153.9 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00437g1.png']
Ti21Zr12.5V14Ni21.5Cr10Mn21,Ti21Zr12.5V14Ni21.5Cr10Mn21,,"C14 Laves phase hexagonal (P63/mmc) a = 4.941 ?, c = 8.068 ?","1. J. Alloys. Compd. 2009, 469, 406-416.","303K, 1.71 wt%.",1.71,Induction Melting,['http://www.hydrsm.csdb.cn/chuqing/00438g1.png']
Ti0.32Cr0.42V0.25Al0.01,Ti0.32Cr0.42V0.25Al0.01,,BCC cubic (Im3m) a = 3.046 ?,"1. Int. J. hydrogen energy 2009, 34, 1463-1467.","293K, 10 MPa, 3.5 wt%",3.5,Melting,"['http://www.hydrsm.csdb.cn/chuqing/00471g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00471g2.png']"
Ti0.32Cr0.40V0.25Al0.03,Ti0.32Cr0.40V0.25Al0.03,,BCC cubic (Im3m) a = 3.0525 ?,"1. Int. J. hydrogen energy 2009, 34, 1463-1467.","293K, 10 MPa, 3.4 wt%",3.4,Melting,"['http://www.hydrsm.csdb.cn/chuqing/00472g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00472g2.png']"
La0.6Nd0.2Mg0.2Ni3.1Co0.25Al0.15,La0.6Nd0.2Mg0.2Ni3.1Co0.25Al0.15,,"(La,Mg)2Ni7 P63/mmc (194) a = 5.033 ?, c = 24.529 ? LaNi5 P6/mmm (191) a = 5.028 ?, c = 4.017 ? LaMgNi4 F-43m (216) a = 7.148 ?","1. Int. J. hydrogen energy 2009, 34, 2661-2669.","303K, 365.2 mAh/g 233K, 179.5 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00435g1.png']
La0.5Nd0.3Mg0.2Ni3.1Co0.25Al0.15,La0.5Nd0.3Mg0.2Ni3.1Co0.25Al0.15,,"(La,Mg)2Ni7 P63/mmc (194) a = 5.021 ?, c = 24.492 ? LaNi5 P6/mmm (191) a = 5.012 ?, c = 4.005 ? LaMgNi4 F-43m (216) a = 7.115 ?","1. Int. J. hydrogen energy 2009, 34, 2661-2669.","303K, 340.6 mAh/g 233K, 162.6 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00436g1.png']
La0.7Nd0.1Mg0.2Ni3.1Co0.25Al0.15,La0.7Nd0.1Mg0.2Ni3.1Co0.25Al0.15,,"(La,Mg)2Ni7 P63/mmc (194) a = 5.043 ?, c = 24.573 ? LaNi5 P6/mmm (191) a = 5.039 ?, c = 4.025 ? LaMgNi4 F-43m (216) a = 7.172 ?","1. Int. J. hydrogen energy 2009, 34, 2661-2669.","303K, 378.5 mAh/g 233K, 201.4 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00434g1.png']
La0.8-xNdxMg0.2Ni3.1Co0.25Al0.15,La0.8-xNdxMg0.2Ni3.1Co0.25Al0.15,,"(La,Mg)2Ni7 P63/mmc (194) a = 5.057 ?, c = 24.615 ? LaNi5 P6/mmm (191) a = 5.052 ?, c = 4.034 ? LaMgNi4 F-43m (216) a = 7.212 ?","1. Int. J. hydrogen energy 2009, 34, 2661-2669.","303K, 394.7 mAh/g 233K, 188.5 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00433g1.png']
Aligned CNTs + LaMg12朜i,Aligned CNTs + LaMg12朜i,,,"1. Int. J. hydrogen energy 2009, 34, 1444-1449.","Room temperature, 820 mAh/g",,Ball-milled for 12 h,[]
Ti0.32Cr0.425V0.25Al0.005,Ti0.32Cr0.425V0.25Al0.005,,BCC cubic (Im3m) a = 3.045 ?,"1. Int. J. hydrogen energy 2009, 34, 1463-1467.","293K, 10 MPa, 3.6 wt%",3.6,Melting,['http://www.hydrsm.csdb.cn/chuqing/00470g1.png']
Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 20 % La0.85Mg0.25Ni4.5Co0.35Al0.15,Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 20 % La0.85Mg0.25Ni4.5Co0.35Al0.15,,"BCC cubic (Im3m) a = 2.950 ? C14 Laves phase hexagonal (P63/mmc) a = 4.886 ?, c = 7.971 ?","1. Int. J. hydrogen energy 2009, 34, 2646-2653.","303K, 1 atm, 1.08 wt%, 235.8 mAh/g",1.08,Melting + ball milling,['http://www.hydrsm.csdb.cn/chuqing/00432g1.png']
Ti0.32Cr0.43V0.25,Ti0.32Cr0.43V0.25,,BCC cubic (Im3m) a = 3.039 ?,"1. Int. J. hydrogen energy 2009, 34, 1463-1467.","293K, 10 MPa, 3.8 wt%",3.8,Melting,['http://www.hydrsm.csdb.cn/chuqing/00469g1.png']
Aligned CNTs + LaMg12朜i,Aligned CNTs + LaMg12朜i,,,"1. Int. J. hydrogen energy 2009, 34, 1444-1449.","Room temperature, 999.8 mAh/g",,Ball-milled for 1 h,[]
S.MWNTs-2040,S.MWNTs-2040,,,"1. Int. J. hydrogen energy, 2009, 34, 1437-1443.","room temperature,302 mAh/g",,ball-milled for 12 h,[]
S.CNTs-1020 + LaMg12朜i,S.CNTs-1020 + LaMg12朜i,,,"1. Int. J. hydrogen energy 2009, 34, 1444-1449.","Room temperature, 820 mAh/g",,Ball-milled for 12 h,[]
S.CNTs-1020 + LaMg12朜i,S.CNTs-1020 + LaMg12朜i,,,"1. Int. J. hydrogen energy 2009, 34, 1444-1449.","Room temperature, 998 mAh/g",,Ball-milled for 1 h,[]
Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 1 % La0.85Mg0.25Ni4.5Co0.35Al0.15,Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 1 % La0.85Mg0.25Ni4.5Co0.35Al0.15,,"BCC cubic (Im3m) a = 2.973 ? C14 Laves phase hexagonal (P63/mmc) a = 4.959 ?, c = 8.086 ?","1. Int. J. hydrogen energy 2009, 34, 2646-2653.","303K, 1 atm, 1.58 wt%, 350 mAh/g",1.58,Melting + ball milling,['http://www.hydrsm.csdb.cn/chuqing/00429g1.png']
S.MWNTs-2040,S.MWNTs-2040,,,"1. Int. J. hydrogen energy, 2009, 34, 1437-1443.","room temperature,125 mAh/g",,purchased,[]
(LaPrNdZr)0.83Mg0.17(NiCoAlMn)3.3,(LaPrNdZr)0.83Mg0.17(NiCoAlMn)3.3,,"Ce2Ni7-type a = 5.027 ?, c = 24.429 ? CaCu5-type a = 4.998 ?, c = 4.019 ? Ce5Co19-type a = 5.022 ?, c = 48.764 ?","1. J. Alloys Compd. 2009, 471, 371-377.","303K, 1 atm, 1.36 wt%",1.36,Melting + annealing at 1198K,['http://www.hydrsm.csdb.cn/chuqing/00424g1.png']
